timestamp_iso,unix_ts,speaker_id,lock_state,confidence,status,pan_command,tilt_command,pan_angle,tilt_angle,face_x,face_y
2026-06-12T15:08:35.371,1781269715,nicole,TRACKING,0.6612,MOVE_RIGHT_DOWN,RIGHT,DOWN,79.1,97.0,899,453
2026-06-12T15:08:35.562,1781269715,nicole,TRACKING,0.767,MOVE_RIGHT_DOWN,RIGHT,DOWN,76.3,101.0,784,441
2026-06-12T15:08:35.741,1781269715,nicole,TRACKING,0.8505,CENTERED,CENTERED,CENTERED,77.8,101.0,701,405
2026-06-12T15:08:35.853,1781269715,nicole,TRACKING,0.9027,CENTERED,CENTERED,CENTERED,79.1,101.8,697,414
2026-06-12T15:08:35.964,1781269715,nicole,TRACKING,0.7855,CENTERED,CENTERED,CENTERED,80.6,102.1,682,411
2026-06-12T15:08:36.049,1781269716,nicole,TRACKING,0.8654,CENTERED,CENTERED,CENTERED,82.9,102.2,651,410
2026-06-12T15:08:36.163,1781269716,nicole,TRACKING,0.8798,CENTERED,CENTERED,CENTERED,85.7,102.3,625,410
2026-06-12T15:08:36.252,1781269716,nicole,TRACKING,0.8889,CENTERED,CENTERED,CENTERED,87.6,101.6,625,400
2026-06-12T15:08:36.348,1781269716,nicole,TRACKING,0.8992,CENTERED,CENTERED,CENTERED,88.9,100.8,627,396
2026-06-12T15:08:36.444,1781269716,nicole,TRACKING,0.8869,CENTERED,CENTERED,CENTERED,89.6,100.1,630,393
2026-06-12T15:08:36.558,1781269716,nicole,TRACKING,0.9041,CENTERED,CENTERED,CENTERED,89.8,99.2,638,389
2026-06-12T15:08:36.670,1781269716,nicole,TRACKING,0.9095,CENTERED,CENTERED,CENTERED,90.0,98.5,638,388
2026-06-12T15:08:36.760,1781269716,nicole,TRACKING,0.9021,CENTERED,CENTERED,CENTERED,90.1,97.9,638,386
2026-06-12T15:08:36.867,1781269716,nicole,TRACKING,0.8783,CENTERED,CENTERED,CENTERED,90.2,98.0,637,393
2026-06-12T15:08:36.958,1781269716,nicole,TRACKING,0.9077,CENTERED,CENTERED,CENTERED,89.9,98.4,644,397
2026-06-12T15:08:37.053,1781269717,nicole,TRACKING,0.9052,CENTERED,CENTERED,CENTERED,89.8,98.6,643,396
2026-06-12T15:08:37.148,1781269717,nicole,TRACKING,0.8913,CENTERED,CENTERED,CENTERED,89.7,98.6,645,395
2026-06-12T15:08:37.263,1781269717,nicole,TRACKING,0.9092,CENTERED,CENTERED,CENTERED,89.5,98.6,646,394
2026-06-12T15:08:37.360,1781269717,nicole,TRACKING,0.898,CENTERED,CENTERED,CENTERED,89.4,98.6,647,394
2026-06-12T15:08:37.454,1781269717,nicole,TRACKING,0.9087,CENTERED,CENTERED,CENTERED,89.2,98.6,648,395
2026-06-12T15:08:37.572,1781269717,nicole,TRACKING,0.8926,CENTERED,CENTERED,CENTERED,89.0,98.7,650,395
2026-06-12T15:08:37.659,1781269717,nicole,TRACKING,0.8856,CENTERED,CENTERED,CENTERED,88.8,98.6,652,394
2026-06-12T15:08:37.757,1781269717,nicole,TRACKING,0.879,CENTERED,CENTERED,CENTERED,88.6,99.1,653,401
2026-06-12T15:08:37.853,1781269717,nicole,TRACKING,0.8995,CENTERED,CENTERED,CENTERED,88.3,99.1,657,397
2026-06-12T15:08:37.993,1781269717,nicole,TRACKING,0.8865,CENTERED,CENTERED,CENTERED,87.9,99.1,662,396
2026-06-12T15:08:38.063,1781269718,nicole,TRACKING,0.8893,CENTERED,CENTERED,CENTERED,87.4,98.9,666,394
2026-06-12T15:08:38.157,1781269718,nicole,TRACKING,0.8906,CENTERED,CENTERED,CENTERED,87.0,98.8,668,394
2026-06-12T15:08:38.268,1781269718,nicole,TRACKING,0.8846,CENTERED,CENTERED,CENTERED,86.7,98.9,668,396
2026-06-12T15:08:38.364,1781269718,nicole,TRACKING,0.8925,CENTERED,CENTERED,CENTERED,86.6,98.7,667,394
2026-06-12T15:08:38.468,1781269718,nicole,TRACKING,0.8857,CENTERED,CENTERED,CENTERED,86.5,98.5,667,392
2026-06-12T15:08:38.558,1781269718,nicole,TRACKING,0.8901,CENTERED,CENTERED,CENTERED,86.4,98.6,666,395
2026-06-12T15:08:38.682,1781269718,nicole,TRACKING,0.8852,CENTERED,CENTERED,CENTERED,86.4,98.6,666,394
2026-06-12T15:08:38.787,1781269718,nicole,TRACKING,0.8969,CENTERED,CENTERED,CENTERED,86.2,98.4,671,392
2026-06-12T15:08:38.865,1781269718,nicole,TRACKING,0.8766,CENTERED,CENTERED,CENTERED,86.0,98.3,671,392
2026-06-12T15:08:38.974,1781269718,nicole,TRACKING,0.8775,CENTERED,CENTERED,CENTERED,85.8,98.0,674,390
2026-06-12T15:08:39.069,1781269719,nicole,TRACKING,0.8751,CENTERED,CENTERED,CENTERED,85.6,97.8,674,389
2026-06-12T15:08:39.163,1781269719,nicole,TRACKING,0.8818,CENTERED,CENTERED,CENTERED,85.5,97.6,674,389
2026-06-12T15:08:39.277,1781269719,nicole,TRACKING,0.8785,CENTERED,CENTERED,CENTERED,85.5,97.4,673,388
2026-06-12T15:08:39.390,1781269719,nicole,TRACKING,0.8723,CENTERED,CENTERED,CENTERED,85.5,97.5,672,390
2026-06-12T15:08:39.470,1781269719,nicole,TRACKING,0.8525,CENTERED,CENTERED,CENTERED,85.6,97.5,669,391
2026-06-12T15:08:39.566,1781269719,nicole,TRACKING,0.8471,CENTERED,CENTERED,CENTERED,85.8,97.4,667,388
2026-06-12T15:08:39.676,1781269719,nicole,TRACKING,0.7202,CENTERED,CENTERED,CENTERED,86.3,97.3,657,389
2026-06-12T15:08:39.772,1781269719,nicole,TRACKING,0.6903,CENTERED,CENTERED,CENTERED,87.1,97.6,648,393
2026-06-12T15:08:39.881,1781269719,nicole,TRACKING,0.7388,CENTERED,CENTERED,CENTERED,88.0,97.9,640,394
2026-06-12T15:08:39.981,1781269719,nicole,TRACKING,0.7491,CENTERED,CENTERED,CENTERED,88.8,97.8,634,391
2026-06-12T15:08:40.075,1781269720,nicole,TRACKING,0.7447,CENTERED,CENTERED,CENTERED,89.6,97.7,631,389
2026-06-12T15:08:40.173,1781269720,nicole,TRACKING,0.7537,CENTERED,CENTERED,CENTERED,90.1,97.6,630,390
2026-06-12T15:08:40.273,1781269720,nicole,TRACKING,0.732,CENTERED,CENTERED,CENTERED,90.4,97.7,633,391
2026-06-12T15:08:40.379,1781269720,nicole,TRACKING,0.7337,CENTERED,CENTERED,CENTERED,90.6,97.8,633,393
2026-06-12T15:08:40.494,1781269720,nicole,TRACKING,0.7622,CENTERED,CENTERED,CENTERED,90.6,98.1,636,395
2026-06-12T15:08:40.574,1781269720,nicole,TRACKING,0.7247,CENTERED,CENTERED,CENTERED,90.5,98.2,637,393
2026-06-12T15:08:40.684,1781269720,nicole,TRACKING,0.7047,CENTERED,CENTERED,CENTERED,90.5,98.3,636,395
2026-06-12T15:08:40.794,1781269720,nicole,TRACKING,0.7337,CENTERED,CENTERED,CENTERED,90.4,98.5,639,395
2026-06-12T15:08:40.884,1781269720,nicole,TRACKING,0.7498,CENTERED,CENTERED,CENTERED,90.3,98.5,640,395
2026-06-12T15:08:40.973,1781269720,nicole,TRACKING,0.7517,CENTERED,CENTERED,CENTERED,89.9,98.6,646,395
2026-06-12T15:08:41.087,1781269721,nicole,TRACKING,0.785,CENTERED,CENTERED,CENTERED,89.5,98.8,651,397
2026-06-12T15:08:41.183,1781269721,nicole,TRACKING,0.7743,CENTERED,CENTERED,CENTERED,89.0,98.9,655,397
2026-06-12T15:08:41.283,1781269721,nicole,TRACKING,0.8718,CENTERED,CENTERED,CENTERED,88.3,99.0,665,397
2026-06-12T15:08:41.389,1781269721,nicole,TRACKING,0.9038,CENTERED,CENTERED,CENTERED,87.6,99.1,668,397
2026-06-12T15:08:41.490,1781269721,nicole,TRACKING,0.8994,CENTERED,CENTERED,CENTERED,87.1,99.1,670,396
2026-06-12T15:08:41.600,1781269721,nicole,TRACKING,0.8928,CENTERED,CENTERED,CENTERED,86.6,98.9,671,394
2026-06-12T15:08:41.684,1781269721,nicole,TRACKING,0.8906,CENTERED,CENTERED,CENTERED,86.4,98.8,669,394
2026-06-12T15:08:41.795,1781269721,nicole,TRACKING,0.8913,CENTERED,CENTERED,CENTERED,86.3,98.8,669,395
2026-06-12T15:08:41.917,1781269721,nicole,TRACKING,0.8802,CENTERED,CENTERED,CENTERED,86.2,98.8,667,395
2026-06-12T15:08:42.017,1781269722,nicole,TRACKING,0.8499,CENTERED,CENTERED,CENTERED,86.3,98.5,665,391
2026-06-12T15:08:42.096,1781269722,nicole,TRACKING,0.8521,CENTERED,CENTERED,CENTERED,86.2,98.5,669,394
2026-06-12T15:08:42.196,1781269722,nicole,TRACKING,0.8274,CENTERED,CENTERED,CENTERED,86.2,98.4,668,393
2026-06-12T15:08:42.304,1781269722,nicole,TRACKING,0.841,CENTERED,CENTERED,CENTERED,86.0,98.5,670,395
2026-06-12T15:08:42.380,1781269722,nicole,TRACKING,0.8287,CENTERED,CENTERED,CENTERED,86.0,98.4,670,393
2026-06-12T15:08:42.500,1781269722,nicole,TRACKING,0.8525,CENTERED,CENTERED,CENTERED,86.0,98.5,669,395
2026-06-12T15:08:42.588,1781269722,nicole,TRACKING,0.8948,CENTERED,CENTERED,CENTERED,85.8,98.7,672,397
2026-06-12T15:08:42.685,1781269722,nicole,TRACKING,0.9041,CENTERED,CENTERED,CENTERED,85.8,99.3,670,403
2026-06-12T15:08:42.812,1781269722,nicole,TRACKING,0.9001,CENTERED,CENTERED,CENTERED,85.9,99.8,668,404
2026-06-12T15:08:42.895,1781269722,nicole,TRACKING,0.896,CENTERED,CENTERED,CENTERED,86.1,100.3,664,405
2026-06-12T15:08:43.011,1781269723,nicole,TRACKING,0.8901,CENTERED,CENTERED,CENTERED,86.2,100.5,665,404
2026-06-12T15:08:43.096,1781269723,nicole,TRACKING,0.8489,CENTERED,CENTERED,CENTERED,86.2,100.9,668,408
2026-06-12T15:08:43.198,1781269723,nicole,TRACKING,0.7167,CENTERED,CENTERED,CENTERED,85.6,101.3,680,409
2026-06-12T15:08:43.293,1781269723,nicole,TRACKING,0.7489,CENTERED,CENTERED,CENTERED,84.7,101.6,693,409
2026-06-12T15:08:43.390,1781269723,nicole,TRACKING,0.7351,CENTERED,CENTERED,CENTERED,83.9,101.5,697,405
2026-06-12T15:08:43.500,1781269723,nicole,TRACKING,0.7439,CENTERED,CENTERED,CENTERED,83.3,101.4,697,404
2026-06-12T15:08:43.617,1781269723,nicole,TRACKING,0.7302,CENTERED,CENTERED,CENTERED,82.9,101.3,698,405
2026-06-12T15:08:43.702,1781269723,nicole,TRACKING,0.7441,CENTERED,CENTERED,CENTERED,82.5,101.4,699,406
2026-06-12T15:08:43.807,1781269723,nicole,TRACKING,0.7541,CENTERED,CENTERED,CENTERED,82.2,101.5,700,407
2026-06-12T15:08:43.920,1781269723,nicole,TRACKING,0.7427,CENTERED,CENTERED,CENTERED,81.9,101.6,702,408
2026-06-12T15:08:44.008,1781269724,nicole,TRACKING,0.7479,CENTERED,CENTERED,CENTERED,81.7,102.0,702,411
2026-06-12T15:08:44.114,1781269724,nicole,TRACKING,0.7425,CENTERED,CENTERED,CENTERED,81.5,102.1,705,410
2026-06-12T15:08:44.217,1781269724,nicole,TRACKING,0.7498,CENTERED,CENTERED,CENTERED,81.0,102.3,712,411
2026-06-12T15:08:44.326,1781269724,nicole,TRACKING,0.7561,CENTERED,CENTERED,CENTERED,80.3,102.5,721,412
2026-06-12T15:08:44.400,1781269724,nicole,TRACKING,0.7094,CENTERED,CENTERED,CENTERED,78.9,102.9,742,415
2026-06-12T15:08:44.702,1781269724,nicole,TRACKING,0.6142,MOVE_RIGHT,RIGHT,CENTERED,68.5,103.1,966,415
2026-06-12T15:08:45.060,1781269725,nicole,REACQUIRING,0.0,SEARCH,SCAN,SCAN,47.2,105.5,,
2026-06-12T15:08:45.170,1781269725,nicole,REACQUIRING,0.0,SEARCH,SCAN,SCAN,50.2,107.3,,
2026-06-12T15:08:45.266,1781269725,nicole,REACQUIRING,0.0,SEARCH,SCAN,SCAN,53.2,109.1,,
2026-06-12T15:08:45.362,1781269725,nicole,REACQUIRING,0.0,SEARCH,SCAN,SCAN,56.2,110.9,,
