timestamp_iso,unix_ts,speaker_id,lock_state,confidence,status,pan_command,tilt_command,pan_angle,tilt_angle,face_x,face_y
2026-06-12T16:10:58.317,1781273458,nicole,TRACKING,0.7055,CENTERED,CENTERED,CENTERED,86.6,94.1,721,415
2026-06-12T16:10:58.407,1781273458,nicole,TRACKING,0.8401,CENTERED,CENTERED,CENTERED,83.9,96.4,729,407
2026-06-12T16:10:58.514,1781273458,nicole,TRACKING,0.8227,CENTERED,CENTERED,CENTERED,81.8,97.8,733,404
2026-06-12T16:10:58.613,1781273458,nicole,TRACKING,0.8203,CENTERED,CENTERED,CENTERED,79.6,99.0,750,407
2026-06-12T16:10:58.713,1781273458,nicole,TRACKING,0.7716,CENTERED,CENTERED,CENTERED,77.4,98.9,767,395
2026-06-12T16:10:58.821,1781273458,nicole,TRACKING,0.7991,CENTERED,CENTERED,CENTERED,75.9,97.8,765,381
2026-06-12T16:10:58.913,1781273458,nicole,TRACKING,0.8126,CENTERED,CENTERED,CENTERED,75.1,97.0,759,380
2026-06-12T16:10:59.006,1781273459,nicole,TRACKING,0.7817,CENTERED,CENTERED,CENTERED,74.6,95.9,758,373
2026-06-12T16:10:59.106,1781273459,nicole,TRACKING,0.8127,CENTERED,CENTERED,CENTERED,75.0,94.7,739,368
2026-06-12T16:10:59.224,1781273459,nicole,TRACKING,0.859,CENTERED,CENTERED,CENTERED,76.3,94.0,717,369
2026-06-12T16:10:59.326,1781273459,nicole,TRACKING,0.7393,CENTERED,CENTERED,CENTERED,77.3,93.7,713,373
2026-06-12T16:10:59.414,1781273459,nicole,TRACKING,0.6323,CENTERED,CENTERED,CENTERED,76.0,94.1,762,380
2026-06-12T16:10:59.523,1781273459,nicole,TRACKING,0.7725,MOVE_RIGHT,RIGHT,CENTERED,73.5,94.8,798,386
2026-06-12T16:10:59.622,1781273459,nicole,TRACKING,0.6246,MOVE_RIGHT,RIGHT,CENTERED,72.8,95.7,774,391
2026-06-12T16:10:59.714,1781273459,nicole,TRACKING,0.7556,CENTERED,CENTERED,CENTERED,73.7,95.0,741,374
2026-06-12T16:10:59.816,1781273459,nicole,TRACKING,0.821,CENTERED,CENTERED,CENTERED,75.1,93.5,722,360
2026-06-12T16:10:59.906,1781273459,nicole,TRACKING,0.8751,CENTERED,CENTERED,CENTERED,76.0,92.5,726,360
2026-06-12T16:10:59.985,1781273459,nicole,TRACKING,0.8668,CENTERED,CENTERED,CENTERED,76.5,91.7,726,360
2026-06-12T16:11:00.079,1781273460,nicole,TRACKING,0.7132,CENTERED,CENTERED,CENTERED,77.8,91.2,705,360
2026-06-12T16:11:00.193,1781273460,nicole,TRACKING,0.7182,CENTERED,CENTERED,CENTERED,80.0,91.1,675,364
2026-06-12T16:11:00.289,1781273460,nicole,TRACKING,0.8705,CENTERED,CENTERED,CENTERED,81.6,90.8,673,360
2026-06-12T16:11:00.384,1781273460,nicole,TRACKING,0.8774,CENTERED,CENTERED,CENTERED,82.1,90.6,687,360
2026-06-12T16:11:00.496,1781273460,nicole,TRACKING,0.8797,CENTERED,CENTERED,CENTERED,82.4,90.4,689,360
2026-06-12T16:11:00.598,1781273460,nicole,TRACKING,0.8676,CENTERED,CENTERED,CENTERED,82.9,90.3,683,360
2026-06-12T16:11:00.696,1781273460,nicole,TRACKING,0.8895,CENTERED,CENTERED,CENTERED,83.3,90.4,680,363
2026-06-12T16:11:00.810,1781273460,nicole,TRACKING,0.889,CENTERED,CENTERED,CENTERED,83.4,90.3,685,360
2026-06-12T16:11:00.897,1781273460,nicole,TRACKING,0.8783,CENTERED,CENTERED,CENTERED,84.0,90.2,674,360
2026-06-12T16:11:00.993,1781273460,nicole,TRACKING,0.8906,CENTERED,CENTERED,CENTERED,84.6,90.2,667,361
2026-06-12T16:11:01.087,1781273461,nicole,TRACKING,0.892,CENTERED,CENTERED,CENTERED,84.9,90.2,672,360
2026-06-12T16:11:01.203,1781273461,nicole,TRACKING,0.8835,CENTERED,CENTERED,CENTERED,84.9,90.1,677,360
2026-06-12T16:11:01.295,1781273461,nicole,TRACKING,0.8829,CENTERED,CENTERED,CENTERED,84.6,90.1,682,360
2026-06-12T16:11:01.391,1781273461,nicole,TRACKING,0.8741,CENTERED,CENTERED,CENTERED,84.2,90.1,689,360
2026-06-12T16:11:01.489,1781273461,nicole,TRACKING,0.8928,CENTERED,CENTERED,CENTERED,83.5,90.0,697,360
2026-06-12T16:11:01.633,1781273461,nicole,TRACKING,0.9061,CENTERED,CENTERED,CENTERED,82.9,90.0,701,360
2026-06-12T16:11:01.699,1781273461,nicole,TRACKING,0.9061,CENTERED,CENTERED,CENTERED,82.3,90.0,705,360
2026-06-12T16:11:01.790,1781273461,nicole,TRACKING,0.908,CENTERED,CENTERED,CENTERED,81.7,90.0,708,360
2026-06-12T16:11:01.906,1781273461,nicole,TRACKING,0.9106,CENTERED,CENTERED,CENTERED,81.2,90.0,711,360
2026-06-12T16:11:02.001,1781273462,nicole,TRACKING,0.8972,CENTERED,CENTERED,CENTERED,80.8,90.0,712,360
2026-06-12T16:11:02.095,1781273462,nicole,TRACKING,0.917,CENTERED,CENTERED,CENTERED,80.4,90.0,715,360
2026-06-12T16:11:02.192,1781273462,nicole,TRACKING,0.9106,CENTERED,CENTERED,CENTERED,80.1,90.0,716,360
2026-06-12T16:11:02.303,1781273462,nicole,TRACKING,0.9068,CENTERED,CENTERED,CENTERED,79.8,90.0,717,360
