timestamp_iso,unix_ts,speaker_id,lock_state,confidence,status,pan_command,tilt_command,pan_angle,tilt_angle,face_x,face_y
2026-06-12T14:58:11.163,1781269091,nicole,TRACKING,0.8646,CENTERED,CENTERED,CENTERED,90.3,95.4,634,432
2026-06-12T14:58:11.238,1781269091,nicole,TRACKING,0.8852,MOVE_DOWN,CENTERED,DOWN,90.2,99.5,640,436
2026-06-12T14:58:11.322,1781269091,nicole,TRACKING,0.8762,MOVE_DOWN,CENTERED,DOWN,90.0,102.6,644,439
2026-06-12T14:58:11.438,1781269091,nicole,TRACKING,0.8632,MOVE_DOWN,CENTERED,DOWN,89.8,104.6,643,438
2026-06-12T14:58:11.516,1781269091,nicole,TRACKING,0.87,MOVE_DOWN,CENTERED,DOWN,89.7,105.7,645,433
2026-06-12T14:58:11.607,1781269091,nicole,TRACKING,0.8589,CENTERED,CENTERED,CENTERED,89.5,106.3,646,431
2026-06-12T14:58:11.715,1781269091,nicole,TRACKING,0.8825,CENTERED,CENTERED,CENTERED,89.5,105.8,644,418
2026-06-12T14:58:11.814,1781269091,nicole,TRACKING,0.7746,CENTERED,CENTERED,CENTERED,89.1,105.2,652,416
2026-06-12T14:58:11.908,1781269091,nicole,TRACKING,0.7506,CENTERED,CENTERED,CENTERED,88.5,103.1,662,393
2026-06-12T14:58:12.007,1781269092,nicole,TRACKING,0.9097,CENTERED,CENTERED,CENTERED,87.5,100.6,674,378
2026-06-12T14:58:12.117,1781269092,nicole,TRACKING,0.9295,CENTERED,CENTERED,CENTERED,86.6,98.2,678,371
2026-06-12T14:58:12.214,1781269092,nicole,TRACKING,0.9271,CENTERED,CENTERED,CENTERED,86.0,96.5,680,370
2026-06-12T14:58:12.310,1781269092,nicole,TRACKING,0.9215,CENTERED,CENTERED,CENTERED,85.7,95.4,676,371
2026-06-12T14:58:12.407,1781269092,nicole,TRACKING,0.9243,CENTERED,CENTERED,CENTERED,85.4,94.5,678,370
2026-06-12T14:58:12.520,1781269092,nicole,TRACKING,0.9165,CENTERED,CENTERED,CENTERED,84.9,93.8,683,368
2026-06-12T14:58:12.612,1781269092,nicole,TRACKING,0.9148,CENTERED,CENTERED,CENTERED,84.7,93.0,682,365
2026-06-12T14:58:12.713,1781269092,nicole,TRACKING,0.9228,CENTERED,CENTERED,CENTERED,84.4,92.1,684,360
2026-06-12T14:58:12.821,1781269092,nicole,TRACKING,0.8885,CENTERED,CENTERED,CENTERED,84.1,91.5,687,360
2026-06-12T14:58:12.917,1781269092,nicole,TRACKING,0.8967,CENTERED,CENTERED,CENTERED,84.0,91.0,685,360
2026-06-12T14:58:13.015,1781269093,nicole,TRACKING,0.8966,CENTERED,CENTERED,CENTERED,83.9,90.7,685,360
2026-06-12T14:58:13.125,1781269093,nicole,TRACKING,0.8975,CENTERED,CENTERED,CENTERED,83.9,90.5,684,360
2026-06-12T14:58:13.240,1781269093,nicole,TRACKING,0.892,CENTERED,CENTERED,CENTERED,83.8,90.4,685,360
2026-06-12T14:58:13.321,1781269093,nicole,TRACKING,0.8866,CENTERED,CENTERED,CENTERED,83.8,90.2,684,360
2026-06-12T14:58:13.413,1781269093,nicole,TRACKING,0.8976,CENTERED,CENTERED,CENTERED,83.8,90.2,685,360
2026-06-12T14:58:13.527,1781269093,nicole,TRACKING,0.8963,CENTERED,CENTERED,CENTERED,83.7,90.1,686,360
2026-06-12T14:58:13.630,1781269093,nicole,TRACKING,0.8867,CENTERED,CENTERED,CENTERED,83.6,90.2,687,361
2026-06-12T14:58:13.720,1781269093,nicole,TRACKING,0.8754,CENTERED,CENTERED,CENTERED,83.5,90.7,687,368
2026-06-12T14:58:13.814,1781269093,nicole,TRACKING,0.8239,CENTERED,CENTERED,CENTERED,84.0,91.5,676,374
2026-06-12T14:58:13.926,1781269093,nicole,TRACKING,0.8648,CENTERED,CENTERED,CENTERED,84.5,92.8,671,383
2026-06-12T14:58:14.025,1781269094,nicole,TRACKING,0.8647,CENTERED,CENTERED,CENTERED,84.6,93.5,675,380
2026-06-12T14:58:14.119,1781269094,nicole,TRACKING,0.8759,CENTERED,CENTERED,CENTERED,84.9,94.2,673,384
2026-06-12T14:58:14.231,1781269094,nicole,TRACKING,0.8683,CENTERED,CENTERED,CENTERED,85.2,95.0,669,387
2026-06-12T14:58:14.324,1781269094,nicole,TRACKING,0.8714,CENTERED,CENTERED,CENTERED,85.3,95.2,671,383
2026-06-12T14:58:14.423,1781269094,nicole,TRACKING,0.8614,CENTERED,CENTERED,CENTERED,85.3,95.3,673,382
2026-06-12T14:58:14.517,1781269094,nicole,TRACKING,0.8591,CENTERED,CENTERED,CENTERED,85.4,95.4,671,383
2026-06-12T14:58:14.631,1781269094,nicole,TRACKING,0.8666,CENTERED,CENTERED,CENTERED,85.4,95.7,672,385
2026-06-12T14:58:14.740,1781269094,nicole,TRACKING,0.866,CENTERED,CENTERED,CENTERED,85.4,95.5,673,380
2026-06-12T14:58:14.825,1781269094,nicole,TRACKING,0.8538,CENTERED,CENTERED,CENTERED,85.4,95.6,672,384
2026-06-12T14:58:14.942,1781269094,nicole,TRACKING,0.8616,CENTERED,CENTERED,CENTERED,85.4,95.5,674,381
2026-06-12T14:58:15.028,1781269095,nicole,TRACKING,0.8649,CENTERED,CENTERED,CENTERED,85.4,95.4,672,381
2026-06-12T14:58:15.142,1781269095,nicole,TRACKING,0.8593,CENTERED,CENTERED,CENTERED,85.4,95.3,672,380
