timestamp_iso,unix_ts,speaker_id,lock_state,confidence,status,pan_command,tilt_command,pan_angle,tilt_angle,face_x,face_y
2026-06-12T16:25:47.588,1781274347,nicole,TRACKING,0.6608,CENTERED,CENTERED,CENTERED,85.9,94.8,737,424
2026-06-12T16:25:47.683,1781274347,nicole,TRACKING,0.6344,CENTERED,CENTERED,CENTERED,83.2,98.2,734,425
2026-06-12T16:25:47.785,1781274347,nicole,TRACKING,0.6464,CENTERED,CENTERED,CENTERED,81.2,100.8,735,427
2026-06-12T16:25:47.893,1781274347,nicole,TRACKING,0.5774,CENTERED,CENTERED,CENTERED,79.9,102.7,733,429
2026-06-12T16:25:47.988,1781274347,nicole,TRACKING,0.6484,CENTERED,CENTERED,CENTERED,78.8,104.0,739,428
2026-06-12T16:25:48.084,1781274348,nicole,TRACKING,0.6502,CENTERED,CENTERED,CENTERED,77.7,104.8,745,427
2026-06-12T16:25:48.197,1781274348,nicole,TRACKING,0.679,CENTERED,CENTERED,CENTERED,76.8,105.6,748,429
2026-06-12T16:25:48.289,1781274348,nicole,TRACKING,0.7177,CENTERED,CENTERED,CENTERED,76.1,105.6,752,423
2026-06-12T16:25:48.388,1781274348,nicole,TRACKING,0.7501,CENTERED,CENTERED,CENTERED,75.3,106.3,757,432
2026-06-12T16:25:48.487,1781274348,nicole,TRACKING,0.7888,CENTERED,CENTERED,CENTERED,74.6,106.8,761,431
2026-06-12T16:25:48.594,1781274348,nicole,TRACKING,0.8283,CENTERED,CENTERED,CENTERED,73.9,107.1,767,431
2026-06-12T16:25:48.690,1781274348,nicole,TRACKING,0.8592,MOVE_RIGHT,RIGHT,CENTERED,73.2,107.2,770,430
2026-06-12T16:25:48.788,1781274348,nicole,TRACKING,0.8506,MOVE_RIGHT,RIGHT,CENTERED,72.6,107.3,773,430
2026-06-12T16:25:48.901,1781274348,nicole,TRACKING,0.8436,MOVE_RIGHT_DOWN,RIGHT,DOWN,72.2,107.6,774,434
2026-06-12T16:25:49.000,1781274349,nicole,TRACKING,0.8412,MOVE_RIGHT,RIGHT,CENTERED,71.9,107.5,774,429
2026-06-12T16:25:49.092,1781274349,nicole,TRACKING,0.8535,MOVE_RIGHT,RIGHT,CENTERED,71.7,107.2,774,426
2026-06-12T16:25:49.198,1781274349,nicole,TRACKING,0.8449,MOVE_RIGHT,RIGHT,CENTERED,71.6,106.9,772,425
2026-06-12T16:25:49.319,1781274349,nicole,TRACKING,0.8413,MOVE_RIGHT,RIGHT,CENTERED,71.6,106.5,772,422
2026-06-12T16:25:49.398,1781274349,nicole,TRACKING,0.8521,MOVE_RIGHT,RIGHT,CENTERED,71.6,106.6,771,427
2026-06-12T16:25:49.490,1781274349,nicole,TRACKING,0.8494,MOVE_RIGHT,RIGHT,CENTERED,71.5,106.9,772,431
